Emissor,RatingGrupo,TradingDesk,pl_emissor,PL
ENERGISA SA,Baa3,PDA,633.9369776932593,1172652382.054455
ENERGISA SA,Baa3,APP,4348.707760322085,8430325498.580385
ENGIE BRASIL ENERGIA SA,Baa1,KCP,59752.11806492625,3424900701.5180855
COPEL  DISTRIBUICAO S/A,Baa3,134,266086.0301183796,7003331463.740895
MRS LOGISTICA S/A,Baa3,RFA,21174.37258479533,6165720738.95119
ENERGISA SA,Baa3,FRA,3436.409710404083,78590201.440485
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,678,1750161.0350688957,6318358039.8425455
ENGIE BRASIL ENERGIA SA,Baa1,ID2,10188.493601564012,3488179932.21023
ENERGISA SA,Baa3,CPI,8591.024276010208,54355074.65991
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,KCP,681585.18694163,3424900701.5180855
ENERGISA SA,Baa3,652,9450.126703611179,2496049914.0221553
MRS LOGISTICA S/A,Baa3,KCP,453059.8510364263,3424900701.5180855
MRS LOGISTICA S/A,Baa3,678,1163358.173020239,6318358039.8425455
ENGIE BRASIL ENERGIA SA,Baa1,RFA,16243.80327738679,6165720738.95119
ENGIE BRASIL ENERGIA SA,Baa1,678,190256.4243971462,6318358039.8425455
CEMIG DISTRIBUICAO S/A,Baa4,APO,3.0265887144196314e-06,2279627646.384785
ENERGISA SA,Baa3,PID,2146.604871749466,3937179801.4903502
MRS LOGISTICA S/A,Baa3,APO,8401.286859279042,2279627646.384785
ENERGISA SA,Baa3,ID2,2667.702040235175,3488179932.21023
MRS LOGISTICA S/A,Baa3,IRF,3314460.7507596626,168954523.486945
ENGIE BRASIL ENERGIA SA,Baa1,PEM,10.161775718967121,4500317.361375
MRS LOGISTICA S/A,Baa3,348,208.15824615035692,9225719.601444999
COPEL  DISTRIBUICAO S/A,Baa3,RFA,21769.446938625413,6165720738.95119
MRS LOGISTICA S/A,Baa3,PID,27221.864677912345,3937179801.4903502
MRS LOGISTICA S/A,Baa3,PAL,3993.6268539452253,18720368.46087
COPEL  DISTRIBUICAO S/A,Baa3,IRF,4821590.44629276,168954523.486945
COPEL  DISTRIBUICAO S/A,Baa3,PDA,3244.7288899542486,1172652382.054455
ENERGISA SA,Baa3,134,484434.6970038941,7003331463.740895
COPEL  DISTRIBUICAO S/A,Baa3,KCP,80077.95597326107,3424900701.5180855
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,846,516161.57577905676,3130395619.174485
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,APO,12638.932055958316,2279627646.384785
CEMIG DISTRIBUICAO S/A,Baa4,134,1.1014186777174473e-05,7003331463.740895
MRS LOGISTICA S/A,Baa3,APP,58378.67434579358,8430325498.580385
ENERGISA SA,Baa3,KAT,9450.126703611228,3004467197.6176753
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,PAL,6008.029401842809,18720368.46087
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,ID2,19269.83471007376,3488179932.21023
ENERGISA SA,Baa3,KCP,191761.1806954457,3424900701.5180855
ENERGISA SA,Baa3,678,436510.9147209528,6318358039.8425455
ENGIE BRASIL ENERGIA SA,Baa1,APP,16608.59440929433,8430325498.580385
ENERGISA SA,Baa3,IRF,5896713.257130304,168954523.486945
MRS LOGISTICA S/A,Baa3,ID2,12808.946864612873,3488179932.21023
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,PID,40952.69020847951,3937179801.4903502
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,APP,87825.12857044832,8430325498.580385
ENGIE BRASIL ENERGIA SA,Baa1,348,31.29251539527413,9225719.601444999
CEMIG DISTRIBUICAO S/A,Baa4,IRF,0.0,168954523.486945
COPEL  DISTRIBUICAO S/A,Baa3,348,41.93726817169503,9225719.601444999
CEMIG DISTRIBUICAO S/A,Baa4,KCP,4.035492776893078e-06,3424900701.5180855
CEMIG DISTRIBUICAO S/A,Baa4,678,-1.9335871911607684e-06,6318358039.8425455
ENERGISA SA,Baa3,RFA,5731.310204043481,6165720738.95119
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,RFA,31854.817114260422,6165720738.95119
ENERGISA SA,Baa3,PEM,2.6607063691672863,4500317.361375
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,Baa3,PDA,12192.621300392806,1172652382.054455
COPEL  DISTRIBUICAO S/A,Baa3,678,254975.8246218171,6318358039.8425455
MRS LOGISTICA S/A,Baa3,134,1160296.9357828062,7003331463.740895
COPEL  DISTRIBUICAO S/A,Baa3,846,67877.51123799432,3130395619.174485
ENERGISA SA,Baa3,APO,1652.2343797865312,2279627646.384785
